InstrumentURN	InstrumentName	QuestionURN	QuestionLabel	QuestionItemName	QuestionText	Instruction	response_label	response_domain	QuestionGroupID	QuestionGroupAgency	QuestionGroupName	QuestionGroupLabel
urn:ddi:uk.cls.mcs:e4977cc9-ca98-4088-9348-b67db078ecf8:1	MCS_Age_20_Parent_COVID-19_Survey_-_Wave_2	urn:ddi:uk.cls.mcs:4d1b5908-d689-48f7-afd9-14574762ccff:1	STUONL	qi_STUONL	And on a typical day in the summer term (when they were not attending school in person), how many hours on average did they spend having live online lessons or meetings that the school provided for them?			Hours in day I	8d8f76e1-93b0-406e-a1b9-a4d5cc769113	uk.closer	11608.0	Education (CV19)
urn:ddi:uk.cls.mcs:60e57d51-45ef-4ecf-952a-58daf9be4611:1	MCS_Age_20_Cohort_Member_COVID-19_Survey_-_Wave_2	urn:ddi:uk.cls.mcs:501ab656-5620-455e-9b6a-e59053cebb28:1	SCYEARSCO	qi_SCYEARSCO	What year were they in during the summer term?		cs_qSCYEARSCO	1|P1. 2|P2. 3|P3. 4|P4. 5|P5. 6|P6. 7|P7. 8|S1. 9|S2. 10|S3. 11|S4. 12|S5. 13|S6. -8|Don't Know. -9|Don't want to answer	601760c9-3a80-4cd4-9490-a0ec7a5a5648	uk.closer	11608.0	Education (CV19)
urn:ddi:uk.cls.mcs:fa319205-50e3-4eae-95c3-fd83eb6636c7:1	MCS_Age_20_Cohort_Member_COVID-19_Survey_-_Wave_1	urn:ddi:uk.cls.mcs:517e5bcd-c4d7-4495-8846-ecb38d50a5a9:1	EDUOFFER	qi_EDUOFFER	Have you, at any stage, formally accepted an offer for a place on a college or university course or an apprenticeship programme which will start later this year?		cs_EDUOFFER	1|Yes. 2|No	e15939b7-4a2b-4e3e-a868-78918bf66529	uk.closer	11608.0	Education (CV19)
urn:ddi:uk.cls.mcs:ca4a42ec-ee29-4265-ac07-0d6240c7a4d7:1	Age_20_Cohort_Member_COVID-19_Survey_-_Wave_3	urn:ddi:uk.cls.mcs:51cc394b-f338-483a-980d-3e6e13a267cb:1	STUSPA	qi_STUSPA	Which of the following did they have available to them to study or do schoolwork?	Please select all that apply.	cs_qSTUSPA	1|Exclusive use of a PC/Laptop/Tablet. 2|Shared PC/Laptop/Tablet. 3|Desk/table in bedroom. 4|Desk/table in communal area of home (e.g. dining room or kitchen). 6|Reliable internet connection. 5|None of these. -8|Don't Know. -9|Don't want to answer	ffc88d11-cd5c-48c5-95bc-e4d5d4cef3eb	uk.closer	11608.0	Education (CV19)
urn:ddi:uk.cls.mcs:e4977cc9-ca98-4088-9348-b67db078ecf8:1	MCS_Age_20_Parent_COVID-19_Survey_-_Wave_2	urn:ddi:uk.cls.mcs:522fdf07-148d-460d-9cb2-415890acf72a:1	STUDYYEAR TEXT	qi_STUDYYEAR_TEXT	Current year of study - Other (please sepcify)- Text			Other	8d8f76e1-93b0-406e-a1b9-a4d5cc769113	uk.closer	11608.0	Education (CV19)
urn:ddi:uk.cls.mcs:60e57d51-45ef-4ecf-952a-58daf9be4611:1	MCS_Age_20_Cohort_Member_COVID-19_Survey_-_Wave_2	urn:ddi:uk.cls.mcs:542a3129-e77b-4196-82c5-f9e667425fd3:1	STUDYYEAR	qi_STUDYYEAR	Which year of the course were you in during the Summer term, that is between the end of the Easter holiday and the start of the summer holiday?		cs_qSTUDYYEAR	1|First year. 2|Second year. 3|Third year. 4|Fourth year. 5|Other. -8|Don't Know. -9|Don't want to answer	601760c9-3a80-4cd4-9490-a0ec7a5a5648	uk.closer	11608.0	Education (CV19)
urn:ddi:uk.cls.mcs:fa319205-50e3-4eae-95c3-fd83eb6636c7:1	MCS_Age_20_Cohort_Member_COVID-19_Survey_-_Wave_1	urn:ddi:uk.cls.mcs:5565426e-500e-4cf4-89df-d206d7d19b67:1	FTCOURSEAPPRENT	qi_FTCOURSEAPPRENT	Was this apprenticeship a full time course at a college or training centre?		cs_FTCOURSEAPPRENT	1|Yes. 2|No	e15939b7-4a2b-4e3e-a868-78918bf66529	uk.closer	11608.0	Education (CV19)
urn:ddi:uk.cls.mcs:ca4a42ec-ee29-4265-ac07-0d6240c7a4d7:1	Age_20_Cohort_Member_COVID-19_Survey_-_Wave_3	urn:ddi:uk.cls.mcs:562ccc02-e166-4542-9601-30d5e2ab2c0c:1	LRNAFECT	qi_LRNAFECT	To what extent do you think your educational progress has been affected by the pandemic?		cs_qLRNAFECT	1|My educational progress has suffered a lot. 2|My educational progress has suffered a little. 3|My educational progress has remained the same as it would have done if there were no pandemic. 4|My educational progress has improved a little. 5|My educational progress has improved a lot. -8|Don't Know. -9|Don't want to answer	ffc88d11-cd5c-48c5-95bc-e4d5d4cef3eb	uk.closer	11608.0	Education (CV19)
urn:ddi:uk.cls.mcs:60e57d51-45ef-4ecf-952a-58daf9be4611:1	MCS_Age_20_Cohort_Member_COVID-19_Survey_-_Wave_2	urn:ddi:uk.cls.mcs:56590af0-7e1e-45b4-af16-616e2de07f4f:1	STUDYYEAR TEXT	qi_STUDYYEAR_TEXT	Current year of study - Other (please sepcify)- Text			Other	601760c9-3a80-4cd4-9490-a0ec7a5a5648	uk.closer	11608.0	Education (CV19)
urn:ddi:uk.cls.mcs:60e57d51-45ef-4ecf-952a-58daf9be4611:1	MCS_Age_20_Cohort_Member_COVID-19_Survey_-_Wave_2	urn:ddi:uk.cls.mcs:5696d30b-15a2-469d-8c47-e5ba3aacc881:1	EDUOFFERINTENT	qi_EDUOFFERINTENT	Have you started, or will you be starting this course or apprenticeship?		cs_qEDUOFFERINTENT	1|Yes - I have started this course or apprenticeship. 2|Yes - I will be starting this course or apprenticeship. 3|No - I have deferred entry to this course or apprenticeship. 4|No - I do not plan to do the course or apprenticeship anymore. 5|Not sure / Still deciding. -8|Don't Know. -9|Don't want to answer	601760c9-3a80-4cd4-9490-a0ec7a5a5648	uk.closer	11608.0	Education (CV19)
urn:ddi:uk.cls.mcs:60e57d51-45ef-4ecf-952a-58daf9be4611:1	MCS_Age_20_Cohort_Member_COVID-19_Survey_-_Wave_2	urn:ddi:uk.cls.mcs:57728724-417a-431a-9efb-a55bfde360ec:1	EDUORGNAME GR(2)	qi_EDUORGNAME_GR_2	In the boxes below please write the full name of the college, university or other organisation at which you have been offered a place, and the town in which it is in: Town			Generic text	601760c9-3a80-4cd4-9490-a0ec7a5a5648	uk.closer	11608.0	Education (CV19)
urn:ddi:uk.cls.mcs:3a11a325-09b6-418c-9f58-883d47ad9e3e:1	Age_20_Parent_COVID-19_Survey_-_Wave_3	urn:ddi:uk.cls.mcs:58b6276a-f24b-4518-8e5c-a939123ee95b:1	COURSEDURN	qi_COURSEDURN	What is the duration of the course?	If you are studying more than one course please think about the course you spend most time studying for.	cs_qCOURSEDURN	1|One year. 2|Two years. 3|Three years. 4|Four years. 5|Other (please specify). -8|Don't Know. -9|Don't want to answer	2b53c983-0115-4e64-8a85-cb84681cef92	uk.closer	11608.0	Education (CV19)
urn:ddi:uk.cls.mcs:a96e0590-84a8-4ae2-9f59-a465d4c60b7e:1	MCS_Age_20_Parent_COVID-19_Survey_-_Wave_1	urn:ddi:uk.cls.mcs:5e13d451-713d-4f73-bc33-62e84d53fe56:1	Timeuse1 6	qi_Timeuse1_6	How many hours have you been spending doing each of the following activities on a typical week day since the Coronavirus outbreak began? Formal learning as part of a course ... Number of hours	Please round to the nearest hour.		Hours in day	e2982610-b6ad-40fc-a032-7e7dfb95af1d	uk.closer	11608.0	Education (CV19)
urn:ddi:uk.cls.mcs:fa319205-50e3-4eae-95c3-fd83eb6636c7:1	MCS_Age_20_Cohort_Member_COVID-19_Survey_-_Wave_1	urn:ddi:uk.cls.mcs:5f5a64e3-8200-46c2-b564-e57bdae82844:1	LEARNACTIVITYCHNG	qi_LEARNACTIVITYCHNG	Has your learning activity changed in any of the following ways since the Coronavirus outbreak?				e15939b7-4a2b-4e3e-a868-78918bf66529	uk.closer	11608.0	Education (CV19)
urn:ddi:uk.cls.mcs:ca4a42ec-ee29-4265-ac07-0d6240c7a4d7:1	Age_20_Cohort_Member_COVID-19_Survey_-_Wave_3	urn:ddi:uk.cls.mcs:65ba8c93-498b-4c68-9bae-4082d69ecab4:1	SCYEARNI	qi_SCYEARNI	What year are they in?		cs_qSCYEARNI	1|P1. 2|P2. 3|P3. 4|P4. 5|P5. 6|P6. 7|P7. 8|Year 8. 9|Year 9. 10|Year 10. 11|Year 11. 12|Year 12. 13|Year 13. 14|Year 14. -8|Don't Know. -9|Don't want to answer	ffc88d11-cd5c-48c5-95bc-e4d5d4cef3eb	uk.closer	11608.0	Education (CV19)
urn:ddi:uk.cls.mcs:3a11a325-09b6-418c-9f58-883d47ad9e3e:1	Age_20_Parent_COVID-19_Survey_-_Wave_3	urn:ddi:uk.cls.mcs:66eb6290-a4da-4be9-9f86-0fa0c99d6563:1	SCYEARSCO	qi_SCYEARSCO	What year are they in?		cs_qSCYEARSCO	1|P1. 2|P2. 3|P3. 4|P4. 5|P5. 6|P6. 7|P7. 8|S1. 9|S2. 10|S3. 11|S4. 12|S5. 13|S6. -8|Don't Know. -9|Don't want to answer	2b53c983-0115-4e64-8a85-cb84681cef92	uk.closer	11608.0	Education (CV19)
urn:ddi:uk.cls.mcs:a96e0590-84a8-4ae2-9f59-a465d4c60b7e:1	MCS_Age_20_Parent_COVID-19_Survey_-_Wave_1	urn:ddi:uk.cls.mcs:68611668-d52b-4b85-a0f9-8cd80dae1718:1	STUDYAPPRENT	qi_STUDYAPPRENT	Did it involve periods of study at a college or training centre?		cs_STUDYAPPRENT	1|Yes. 2|No	e2982610-b6ad-40fc-a032-7e7dfb95af1d	uk.closer	11608.0	Education (CV19)
urn:ddi:uk.cls.mcs:e4977cc9-ca98-4088-9348-b67db078ecf8:1	MCS_Age_20_Parent_COVID-19_Survey_-_Wave_2	urn:ddi:uk.cls.mcs:687e9f5a-8871-456a-94f5-1f243c6483b4:1	STUDYORGNAME NEW(1)	qi_STUDYORGNAME_NEW_1	In the boxes below please write the full name of the school, college, university or other organisation at which you were studying, and the town in which it is in: Name			Generic text	8d8f76e1-93b0-406e-a1b9-a4d5cc769113	uk.closer	11608.0	Education (CV19)
urn:ddi:uk.cls.mcs:e4977cc9-ca98-4088-9348-b67db078ecf8:1	MCS_Age_20_Parent_COVID-19_Survey_-_Wave_2	urn:ddi:uk.cls.mcs:6b23a476-0bc8-4d3c-8ef5-303a6cc068b8:1	SCATT	qi_SCATT	During the summer term, that is between the Easter holiday and the start of the summer holiday, how many days in total did your child attend school or college in person?		cs_qSCATT	1|They did not attend school in person at all during the summer term. 2|1-5 days. 3|6-10 days. 4|11-20 days. 5|21-30 days. 6|More than 30 days but not the whole summer term. 7|They went to school in person for the whole of the summer term. -8|Don't Know. -9|Don't want to answer	8d8f76e1-93b0-406e-a1b9-a4d5cc769113	uk.closer	11608.0	Education (CV19)
urn:ddi:uk.cls.mcs:60e57d51-45ef-4ecf-952a-58daf9be4611:1	MCS_Age_20_Cohort_Member_COVID-19_Survey_-_Wave_2	urn:ddi:uk.cls.mcs:6cc86794-6ce7-4767-a42e-f1f226d56f2c:1	SCATT2A	qi_SCATT2A	Which of the following currently applies to your child?		cs_qSCATT2A	1|They will be going to school or college in person full-time. 2|They will be going to school or college in person part-time. 3|They will not be attending school or college in person at all. -8|Don't Know. -9|Don't want to answer	601760c9-3a80-4cd4-9490-a0ec7a5a5648	uk.closer	11608.0	Education (CV19)
urn:ddi:uk.cls.mcs:ca4a42ec-ee29-4265-ac07-0d6240c7a4d7:1	Age_20_Cohort_Member_COVID-19_Survey_-_Wave_3	urn:ddi:uk.cls.mcs:6d3185e3-e0ca-4b98-9320-ae51f34ec440:1	SCTYPE	qi_SCTYPE	What type of school or college are they enrolled in?		cs_qSCTYPE	1|A state school, including local authority maintained school or 6th form college, academy or free school. 2|A state grammar school. 3|An independent or private school or 6th form college (fee-paying). 4|Other. -8|Don't Know. -9|Don't want to answer	ffc88d11-cd5c-48c5-95bc-e4d5d4cef3eb	uk.closer	11608.0	Education (CV19)
urn:ddi:uk.cls.mcs:60e57d51-45ef-4ecf-952a-58daf9be4611:1	MCS_Age_20_Cohort_Member_COVID-19_Survey_-_Wave_2	urn:ddi:uk.cls.mcs:6e2bfd2c-4e67-4b78-abac-728003235e6f:1	PREVSTUD	qi_PREVSTUD	Were you in education at a school, college or University at the time of the Coronavirus outbreak in March 2020?		cs_qCOVID_HOSPAD	1|Yes. 2|No. -8|Don't Know. -9|Don't want to answer	601760c9-3a80-4cd4-9490-a0ec7a5a5648	uk.closer	11608.0	Education (CV19)
urn:ddi:uk.cls.mcs:3a11a325-09b6-418c-9f58-883d47ad9e3e:1	Age_20_Parent_COVID-19_Survey_-_Wave_3	urn:ddi:uk.cls.mcs:6ee0cc86-86cf-4630-ba1f-75f93ed93163:1	STUDYYEARN	qi_STUDYYEARN	Which year of the course are you in?	If you are studying more than one course please think about the course you spend most time studying for.	cs_qSTUDYYEARN	1|First year. 2|Second year. 3|Third year. 4|Fourth year. 5|Other (please specify). -8|Don't Know. -9|Don't want to answer	2b53c983-0115-4e64-8a85-cb84681cef92	uk.closer	11608.0	Education (CV19)
urn:ddi:uk.cls.mcs:e4977cc9-ca98-4088-9348-b67db078ecf8:1	MCS_Age_20_Parent_COVID-19_Survey_-_Wave_2	urn:ddi:uk.cls.mcs:6fb0400b-d23b-4400-a7f6-3ea069184330:1	SCTYPE2A	qi_SCTYPE2A	What type of school will they be going to?		cs_qSCTYPE2	1|A state school, including local authority maintained, academy or free school. 2|An independent or private school (fee-paying). 3|Other. -8|Don't Know. -9|Don't want to answer	8d8f76e1-93b0-406e-a1b9-a4d5cc769113	uk.closer	11608.0	Education (CV19)
urn:ddi:uk.cls.mcs:60e57d51-45ef-4ecf-952a-58daf9be4611:1	MCS_Age_20_Cohort_Member_COVID-19_Survey_-_Wave_2	urn:ddi:uk.cls.mcs:714313d3-556b-4da6-9758-1cee3c609e08:1	SCTYPE2A	qi_SCTYPE2A	What type of school will they be going to?		cs_qSCTYPE2	1|A state school, including local authority maintained, academy or free school. 2|An independent or private school (fee-paying). 3|Other. -8|Don't Know. -9|Don't want to answer	601760c9-3a80-4cd4-9490-a0ec7a5a5648	uk.closer	11608.0	Education (CV19)
urn:ddi:uk.cls.mcs:60e57d51-45ef-4ecf-952a-58daf9be4611:1	MCS_Age_20_Cohort_Member_COVID-19_Survey_-_Wave_2	urn:ddi:uk.cls.mcs:7404bbfa-5323-4081-9e3a-d23f7a02d134:1	STUONL	qi_STUONL	And on a typical day in the summer term (when they were not attending school in person), how many hours on average did they spend having live online lessons or meetings that the school provided for them?			Hours in day I	601760c9-3a80-4cd4-9490-a0ec7a5a5648	uk.closer	11608.0	Education (CV19)
urn:ddi:uk.cls.mcs:ca4a42ec-ee29-4265-ac07-0d6240c7a4d7:1	Age_20_Cohort_Member_COVID-19_Survey_-_Wave_3	urn:ddi:uk.cls.mcs:75b7b2d0-e20f-4b26-a2d4-ead59db5c417:1	WHYNOSCHL	qi_WHYNOSCHL	Why was this?	Please select all that apply	cs_qWHYNOSCHL	1|My child's school or college was completely closed for a period of time. 2|My child's class or year group were instructed not to attend school for a period of time. 3|My child had COVID-19 and needed to self-isolate. 4|My child had contact with someone who had COVID-19 and needed to self-isolate. 5|My child was ill (not with COVID-19). 6|Other. -8|Don't know. -9|Don't want to answer	ffc88d11-cd5c-48c5-95bc-e4d5d4cef3eb	uk.closer	11608.0	Education (CV19)
urn:ddi:uk.cls.mcs:60e57d51-45ef-4ecf-952a-58daf9be4611:1	MCS_Age_20_Cohort_Member_COVID-19_Survey_-_Wave_2	urn:ddi:uk.cls.mcs:764dac43-3778-40bb-b46c-a1f2505c2eae:1	LEARNSATISFACTION a	qi_LEARNSATISFACTION_a	Using a scale of 0 to 10, where 0 means 'completely disagree' and 10 means 'completely agree', please indicate the extent to which you agree or disagree with each of the statements below. I was satisfied with the learning resources provided by my learning establishment during the Summer term		cs_qLEARNSATISFACTION	1|0: Completely disagree. 2|1. 3|2. 4|3. 5|4. 6|5. 7|6. 8|7. 9|8. 10|9. 11|10: Completely agree. -8|Don't Know. -9|Don't want to answer	601760c9-3a80-4cd4-9490-a0ec7a5a5648	uk.closer	11608.0	Education (CV19)
urn:ddi:uk.cls.mcs:ca4a42ec-ee29-4265-ac07-0d6240c7a4d7:1	Age_20_Cohort_Member_COVID-19_Survey_-_Wave_3	urn:ddi:uk.cls.mcs:772093d4-2373-47f3-ae7b-4e6be7733532:1	SCTYPE2	qi_SCTYPE2	What type of school or college are they enrolled in?		cs_qSCTYPE2	1|A state school, including local authority maintained, academy or free school. 2|An independent or private school (fee-paying). 3|Other. -8|Don't Know. -9|Don't want to answer	ffc88d11-cd5c-48c5-95bc-e4d5d4cef3eb	uk.closer	11608.0	Education (CV19)
urn:ddi:uk.cls.mcs:ca4a42ec-ee29-4265-ac07-0d6240c7a4d7:1	Age_20_Cohort_Member_COVID-19_Survey_-_Wave_3	urn:ddi:uk.cls.mcs:77a14f2d-b3c6-4826-b0aa-240ebab93d21:1	LRNCHAN	qi_LRNCHAN	Since the start of the current term in January, has the amount of tuition you have received been more, less or about the same as you would have received if it wasn't for the Coronavirus pandemic?		cs_qLRNCHAN	1|More. 2|About the same. 3|Less. -8|Don't Know. -9|Don't want to answer	ffc88d11-cd5c-48c5-95bc-e4d5d4cef3eb	uk.closer	11608.0	Education (CV19)
urn:ddi:uk.cls.mcs:e4977cc9-ca98-4088-9348-b67db078ecf8:1	MCS_Age_20_Parent_COVID-19_Survey_-_Wave_2	urn:ddi:uk.cls.mcs:78635e86-014f-4fa5-bf32-724e53731984:1	LEARNSATISFACTION b	qi_LEARNSATISFACTION_b	Using a scale of 0 to 10, where 0 means 'completely disagree' and 10 means 'completely agree', please indicate the extent to which you agree or disagree with each of the statements below. I was able to continue my studies effectively whilst being at home during the Summer term		cs_qLEARNSATISFACTION	1|0: Completely disagree. 2|1. 3|2. 4|3. 5|4. 6|5. 7|6. 8|7. 9|8. 10|9. 11|10: Completely agree. -8|Don't Know. -9|Don't want to answer	8d8f76e1-93b0-406e-a1b9-a4d5cc769113	uk.closer	11608.0	Education (CV19)
urn:ddi:uk.cls.mcs:e4977cc9-ca98-4088-9348-b67db078ecf8:1	MCS_Age_20_Parent_COVID-19_Survey_-_Wave_2	urn:ddi:uk.cls.mcs:79c7b02d-e27d-46a1-897b-ff8e07e361d6:1	STUDYHRS	qi_STUDYHRS	Were you studying full or part time?		cs_qSTUDYHRS	1|Full-time. 2|Part time. -8|Don't Know. -9|Don't want to answer	8d8f76e1-93b0-406e-a1b9-a4d5cc769113	uk.closer	11608.0	Education (CV19)
urn:ddi:uk.cls.mcs:ca4a42ec-ee29-4265-ac07-0d6240c7a4d7:1	Age_20_Cohort_Member_COVID-19_Survey_-_Wave_3	urn:ddi:uk.cls.mcs:79cd1d08-9789-4efb-84f5-e7cd76c2e203:1	SUBJECT	qi_SUBJECT	What subject are you currently studying?	If you are studying more than one course please think about the course you spend most time studying for.		Generic text	ffc88d11-cd5c-48c5-95bc-e4d5d4cef3eb	uk.closer	11608.0	Education (CV19)
urn:ddi:uk.cls.mcs:e4977cc9-ca98-4088-9348-b67db078ecf8:1	MCS_Age_20_Parent_COVID-19_Survey_-_Wave_2	urn:ddi:uk.cls.mcs:81875ccb-378f-4b58-81b5-f12814e77514:1	SCTYPE2B	qi_SCTYPE2B	What type of school or college will they be going to?		cs_qSCTYPE	1|A state school, including local authority maintained school or 6th form college, academy or free school. 2|A state grammar school. 3|An independent or private school or 6th form college (fee-paying). 4|Other. -8|Don't Know. -9|Don't want to answer	8d8f76e1-93b0-406e-a1b9-a4d5cc769113	uk.closer	11608.0	Education (CV19)
urn:ddi:uk.cls.mcs:e4977cc9-ca98-4088-9348-b67db078ecf8:1	MCS_Age_20_Parent_COVID-19_Survey_-_Wave_2	urn:ddi:uk.cls.mcs:82127f4f-f637-49de-a737-dd415b65db47:1	COURSERET	qi_COURSERET	Have you returned (or will you be returning) to your course in the autumn term?		cs_qCOURSERET	1|Yes. 2|No - I have completed the course. 3|No - I will be returning to the course at a later point. 4|No - I have dropped out from the course. -8|Don't Know. -9|Don't want to answer	8d8f76e1-93b0-406e-a1b9-a4d5cc769113	uk.closer	11608.0	Education (CV19)
urn:ddi:uk.cls.mcs:e4977cc9-ca98-4088-9348-b67db078ecf8:1	MCS_Age_20_Parent_COVID-19_Survey_-_Wave_2	urn:ddi:uk.cls.mcs:82d2db59-973f-4a47-9d81-c93d3ff1389b:1	ACAPER	qi_ACAPER	Do you think their overall academic progress has been affected by the closure of schools?		cs_qACAPER	1|Their progress has suffered a lot. 2|Their progress has suffered a little. 3|Their progress has remained the same as it would have done if schools had remained fully open. 4|Their progress has improved a bit. 5|Their progress has improved a lot. -8|Don't Know. -9|Don't want to answer	8d8f76e1-93b0-406e-a1b9-a4d5cc769113	uk.closer	11608.0	Education (CV19)
urn:ddi:uk.cls.mcs:fa319205-50e3-4eae-95c3-fd83eb6636c7:1	MCS_Age_20_Cohort_Member_COVID-19_Survey_-_Wave_1	urn:ddi:uk.cls.mcs:83263a53-b500-4e7b-84e6-516b9c5b7d2e:1	LEARNSATISFACTION 6	qi_LEARNSATISFACTION_6	Using a scale of 0 to 10, where 0 means 'completely disagree' and 10 means 'completely agree', please indicate the extent to which you agree or disagree with each of the statements below. I have been able to continue my studies effectively whilst being at home		qc_LEARNSATISFACTION	14|Completely disagree 0. 25|1. 26|2. 15|3. 16|4. 17|5. 18|6. 19|7. 20|8. 21|9. 28|Completely agree 10	e15939b7-4a2b-4e3e-a868-78918bf66529	uk.closer	11608.0	Education (CV19)
urn:ddi:uk.cls.mcs:60e57d51-45ef-4ecf-952a-58daf9be4611:1	MCS_Age_20_Cohort_Member_COVID-19_Survey_-_Wave_2	urn:ddi:uk.cls.mcs:8330d6d0-dad1-443d-9794-e05055e1fa78:1	SCATT	qi_SCATT	During the summer term, that is between the Easter holiday and the start of the summer holiday, how many days in total did your child attend school or college in person?		cs_qSCATT	1|They did not attend school in person at all during the summer term. 2|1-5 days. 3|6-10 days. 4|11-20 days. 5|21-30 days. 6|More than 30 days but not the whole summer term. 7|They went to school in person for the whole of the summer term. -8|Don't Know. -9|Don't want to answer	601760c9-3a80-4cd4-9490-a0ec7a5a5648	uk.closer	11608.0	Education (CV19)
urn:ddi:uk.cls.mcs:ca4a42ec-ee29-4265-ac07-0d6240c7a4d7:1	Age_20_Cohort_Member_COVID-19_Survey_-_Wave_3	urn:ddi:uk.cls.mcs:834f034d-a6ae-4d3d-9397-b2d11b2d19b5:1	SCENROL	qi_SCENROL	Are they enrolled in school or college ?		cs_Yes_No_DK_Dwta_UC	1|Yes. 2|No. -8|Don't Know. -9|Don't want to answer	ffc88d11-cd5c-48c5-95bc-e4d5d4cef3eb	uk.closer	11608.0	Education (CV19)
urn:ddi:uk.cls.mcs:ca4a42ec-ee29-4265-ac07-0d6240c7a4d7:1	Age_20_Cohort_Member_COVID-19_Survey_-_Wave_3	urn:ddi:uk.cls.mcs:847f3a83-1bd3-4079-910c-499ea4a39b5b:1	AMTNOSCHL	qi_AMTNOSCHL	During the autumn term, for how much time in total was your child unable to attend school or college in person?		cs_qAMTNOSCHL	1|Less than 1 week. 2|More than 1 week, less than 2 weeks. 3|More than 2 weeks, less than 3 weeks. 4|More than 3 weeks, less than 4 weeks. 5|More than 4 weeks, less than 6 weeks. 6|More than 6 weeks. -8|Don't know. -9|Don't want to answer	ffc88d11-cd5c-48c5-95bc-e4d5d4cef3eb	uk.closer	11608.0	Education (CV19)
urn:ddi:uk.cls.mcs:3a11a325-09b6-418c-9f58-883d47ad9e3e:1	Age_20_Parent_COVID-19_Survey_-_Wave_3	urn:ddi:uk.cls.mcs:8825ad9a-a7a6-4587-89d3-b90545dc24f9:1	SCENROL	qi_SCENROL	Are they enrolled in school or college ?		cs_Yes_No_DK_Dwta_UC	1|Yes. 2|No. -8|Don't Know. -9|Don't want to answer	2b53c983-0115-4e64-8a85-cb84681cef92	uk.closer	11608.0	Education (CV19)
urn:ddi:uk.cls.mcs:60e57d51-45ef-4ecf-952a-58daf9be4611:1	MCS_Age_20_Cohort_Member_COVID-19_Survey_-_Wave_2	urn:ddi:uk.cls.mcs:89256a30-e0ff-4df8-91d8-20074db3f67a:1	PRCOURSLEVL	qi_PRCOURSLEVL	What level of qualification were you studying for at that time?		cs_qPRCOURSLEVL	1|University Higher Degree (e.g. PhD, Masters). 2|University Degree (e.g. BA, BSc). 3|Foundation degree. 4|Other postgraduate or equivalent professional qualifications. 5|A Level/ Advanced Highers or equivalent. 6|AS Level (not complete A Level)/ Highers. 7|GCSE/Standard Grade or equvialent. 8|Other academic qualification. 9|BTEC. 10|GNVQ/ NVQ/ HNC/ or equivalent. 11|SQA. 12|Modern apprenticeship/trade apprenticeship. 13|City and Guilds Certificate. 14|Vocational driving licence e.g. HGV. 15|Other qualification. -8|Don't Know. -9|Don't want to answer	601760c9-3a80-4cd4-9490-a0ec7a5a5648	uk.closer	11608.0	Education (CV19)
urn:ddi:uk.cls.mcs:ca4a42ec-ee29-4265-ac07-0d6240c7a4d7:1	Age_20_Cohort_Member_COVID-19_Survey_-_Wave_3	urn:ddi:uk.cls.mcs:8b32b1d1-70be-46c0-a587-42965f72635f:1	LRNQUALITY c	qi_LRNQUALITY_c	On a scale of 0 to 10, where 0 means 'completely dissatisfied' and 10 means 'completely satisfied', please say how satisfied or dissatisfied you are with each of the following: The general experience of being a student at my learning establishment since  September 2020	If you are studying more than one course please think about the course you spend most time studying for.	cs_qLRNQUALITY	1|0: Completely dissatisfied. 2|1. 3|2. 4|3. 5|4. 6|5. 7|6. 8|7. 9|8. 10|9. 11|10: Completely satisfied. -8|Don't Know. -9|Don't want to answer	ffc88d11-cd5c-48c5-95bc-e4d5d4cef3eb	uk.closer	11608.0	Education (CV19)
urn:ddi:uk.cls.mcs:3a11a325-09b6-418c-9f58-883d47ad9e3e:1	Age_20_Parent_COVID-19_Survey_-_Wave_3	urn:ddi:uk.cls.mcs:8f4cdabd-e12a-4140-8a0b-643a1ca2433f:1	STUSPA	qi_STUSPA	Which of the following did they have available to them to study or do schoolwork?	Please select all that apply.	cs_qSTUSPA	1|Exclusive use of a PC/Laptop/Tablet. 2|Shared PC/Laptop/Tablet. 3|Desk/table in bedroom. 4|Desk/table in communal area of home (e.g. dining room or kitchen). 6|Reliable internet connection. 5|None of these. -8|Don't Know. -9|Don't want to answer	2b53c983-0115-4e64-8a85-cb84681cef92	uk.closer	11608.0	Education (CV19)
urn:ddi:uk.cls.mcs:60e57d51-45ef-4ecf-952a-58daf9be4611:1	MCS_Age_20_Cohort_Member_COVID-19_Survey_-_Wave_2	urn:ddi:uk.cls.mcs:8fab0bec-12f8-4dd6-a879-9e3690d571b3:1	COURSEDUR	qi_COURSEDUR	What was the duration of the course?		cs_qCOURSEDUR	1|One year. 2|Two years. 3|Three years. 4|Four years. 5|Other (please specify). -8|Don't Know. -9|Don't want to answer	601760c9-3a80-4cd4-9490-a0ec7a5a5648	uk.closer	11608.0	Education (CV19)
urn:ddi:uk.cls.mcs:ca4a42ec-ee29-4265-ac07-0d6240c7a4d7:1	Age_20_Cohort_Member_COVID-19_Survey_-_Wave_3	urn:ddi:uk.cls.mcs:90ac816d-54d4-47d5-af9f-f606929476f5:1	SCYEARSCO	qi_SCYEARSCO	What year are they in?		cs_qSCYEARSCO	1|P1. 2|P2. 3|P3. 4|P4. 5|P5. 6|P6. 7|P7. 8|S1. 9|S2. 10|S3. 11|S4. 12|S5. 13|S6. -8|Don't Know. -9|Don't want to answer	ffc88d11-cd5c-48c5-95bc-e4d5d4cef3eb	uk.closer	11608.0	Education (CV19)
